user_input,reference
Những lĩnh vực liên quan đến việc học tập của công dân có hiển thị trên trang chính không?,"Có, “Học tập” là một trong các lĩnh vực phổ biến cho công dân."
Doanh nghiệp có thể tìm thông tin về đấu thầu ở đâu trên Cổng DVCQG?,"Doanh nghiệp có thể truy cập lĩnh vực “Đấu thầu, mua sắm công” trong phần chính của trang."
"Trên Cổng DVCQG, lĩnh vực nào hỗ trợ công dân liên quan đến việc kết hôn?",Lĩnh vực “Hôn nhân và gia đình” hỗ trợ các vấn đề liên quan.
Các vấn đề về giấy tờ tùy thân thuộc lĩnh vực nào dành cho công dân?,Thuộc lĩnh vực “Cư trú và giấy tờ tùy thân”.
"Nếu người thân của tôi qua đời, tôi có thể tìm thông tin hỗ trợ ở mục nào?",Bạn có thể tìm tại mục “Người thân qua đời” trong lĩnh vực dành cho công dân.
Cổng DVCQG có thông tin nào hỗ trợ về sở hữu trí tuệ cho doanh nghiệp không?,"Có, mục “Sở hữu trí tuệ, đăng ký tài sản” dành cho doanh nghiệp."
Doanh nghiệp đang tái cấu trúc có thể tìm thông tin ở đâu trên trang chính?,Có thể truy cập lĩnh vực “Tái cấu trúc doanh nghiệp” trong phần chính.
Trang chính Cổng DVCQG có chia rõ nội dung cho công dân và doanh nghiệp không?,"Có, các lĩnh vực phổ biến được chia riêng cho công dân và doanh nghiệp."
Những nội dung nào thuộc nhóm “Phương tiện và người lái” được thể hiện trên Cổng DVCQG?,"Thuộc lĩnh vực phổ biến cho công dân, hỗ trợ các dịch vụ liên quan đến phương tiện và người điều khiển."
Lĩnh vực nào trên trang chính cung cấp thông tin về hưu trí cho công dân?,Lĩnh vực “Hưu trí” nằm trong danh sách lĩnh vực phổ biến cho công dân.
Trang chính có hỗ trợ doanh nghiệp dừng hoặc chấm dứt hoạt động không?,"Có, tại mục “Tạm dừng, chấm dứt hoạt động” trong phần doanh nghiệp."
"Tôi cần đăng ký tài sản doanh nghiệp, nên vào phần nào trên Cổng DVCQG?","Bạn nên chọn “Sở hữu trí tuệ, đăng ký tài sản”."
Có phần nào trên trang chính dành cho giải quyết tranh chấp hợp đồng không?,"Có, mục “Giải quyết tranh chấp hợp đồng” trong lĩnh vực doanh nghiệp."
"Là công dân có con nhỏ, tôi có thể tìm thông tin ở mục nào?",Ở mục “Có con nhỏ” trong danh sách lĩnh vực phổ biến cho công dân.
"Tôi đang lập công ty mới, có lĩnh vực nào dành riêng cho bước đầu khởi sự không?","Có, mục “Khởi sự kinh doanh” dành cho doanh nghiệp mới thành lập."
Phần chân trang của website cung cấp thông tin liên hệ gì?,"Cung cấp thông tin về cơ quan chủ quản, tổng đài hỗ trợ và email liên hệ."
"Tôi muốn biết đơn vị chịu trách nhiệm quản lý Cổng DVCQG, làm thế nào?","Cơ quan chủ quản là Văn phòng Chính phủ, thông tin nằm ở chân trang."
Trang chính có đề cập đến dịch vụ điện lực không?,"Có, nằm trong các lĩnh vực phổ biến của cả công dân và doanh nghiệp."
"Tôi cần tìm hiểu về tài chính doanh nghiệp trên Cổng DVCQG, vào đâu?",Truy cập mục “Tài chính doanh nghiệp” trong phần doanh nghiệp.
Cổng DVCQG có mục nào dành cho việc thành lập văn phòng đại diện không?,"Có, mục “Thành lập chi nhánh, văn phòng đại diện”."
"Tôi cần thông tin về quảng cáo và thương mại trên Cổng DVCQG, tìm ở đâu?","Trong mục “Thương mại, quảng cáo” dành cho doanh nghiệp."
Dịch vụ liên quan đến xây dựng thuộc mục nào trên Cổng DVCQG?,"Thuộc lĩnh vực “Điện lực, đất đai, xây dựng” trong phần doanh nghiệp."
Mục “Thông tin và dịch vụ” nằm ở đâu trên trang chính Cổng DVCQG?,Nằm trong thanh menu chính ở đầu trang.
"Để biết thêm thông tin về Cổng DVCQG, tôi nên vào mục nào trên menu?",Bạn nên vào mục “Giới thiệu”.
Có bao nhiêu mục chính trong thanh menu của Cổng DVCQG?,"Có 6 mục: Giới thiệu, Thông tin và dịch vụ, Thanh toán trực tuyến, Phản ánh kiến nghị, Thủ tục hành chính, Hỗ trợ."
Cổng DVCQG có hỗ trợ công dân trong việc giải quyết khiếu kiện không?,"Có, trong phần “Giải quyết khiếu kiện” thuộc lĩnh vực phổ biến cho công dân."
Mục 'Sức khỏe và Y tế' trên Cổng DVCQG cung cấp thông tin về những dịch vụ nào?,"Cung cấp thông tin thủ tục hành chính và dịch vụ công trực tuyến liên quan đến khám, chữa bệnh và các chính sách y tế."
"Trên Cổng DVCQG, mục nào hỗ trợ thủ tục cấp lại, đổi, điều chỉnh thông tin trên thẻ BHYT?","Mục 'Sức khỏe và Y tế' hỗ trợ thủ tục cấp lại, đổi, điều chỉnh thông tin trên sổ BHXH, thẻ BHYT."
"Tôi chỉ tham gia BHYT, muốn đăng ký đóng và cấp thẻ thì vào mục nào trên Cổng DVCQG?","Vào mục 'Sức khỏe và Y tế', thủ tục 'Đăng ký đóng, cấp thẻ BHYT đối với người chỉ tham gia BHYT'."
Thủ tục giải quyết chế độ thai sản nằm trong mục nào trên Cổng DVCQG?,Nằm trong mục 'Sức khỏe và Y tế'.
Cổng DVCQG có cung cấp thông tin về việc giải quyết chế độ ốm đau không?,"Có, trong mục 'Sức khỏe và Y tế' có thủ tục giải quyết hưởng chế độ ốm đau."
"Tôi bị mất thẻ BHYT, muốn cấp lại thì có thể tìm thông tin ở đâu?","Bạn có thể tìm thông tin tại mục 'Sức khỏe và Y tế', thủ tục cấp lại thẻ BHYT."
"Trên Cổng DVCQG, mục nào cho phép thanh toán chi phí khám bệnh BHYT trực tiếp?","Mục 'Sức khỏe và Y tế', thủ tục 'Thanh toán trực tiếp chi phí khám, chữa bệnh BHYT'."
Nếu tôi cần giấy chứng nhận không cùng chi trả trong năm thì tìm ở đâu trên Cổng DVCQG?,"Tìm ở mục 'Sức khỏe và Y tế', trong thủ tục 'Cấp giấy chứng nhận không cùng chi trả trong năm'."
"Tôi cần nghỉ dưỡng sau ốm đau, có được hướng dẫn thực hiện trên Cổng DVCQG không?","Có, tại mục 'Sức khỏe và Y tế', thủ tục 'Giải quyết hưởng trợ cấp nghỉ dưỡng sức, phục hồi sức khỏe'."
Khám giám định lần đầu do bệnh nghề nghiệp được đề cập ở đâu trên Cổng DVCQG?,"Được đề cập tại mục 'Sức khỏe và Y tế', phần 'Khám, chữa bệnh'."
"Tôi muốn biết về khám giám định để hưởng BHXH một lần, nên tìm ở đâu trên Cổng DVCQG?","Bạn nên vào mục 'Sức khỏe và Y tế', thủ tục 'Khám giám định để hưởng bảo hiểm xã hội một lần'."
Các thủ tục trong mục Sức khỏe và Y tế có thể thực hiện trực tuyến hoàn toàn không?,"Không, nhiều thủ tục cần thực hiện trực tiếp tại cơ quan BHXH và cơ sở khám chữa bệnh."
Trang web Cổng DVCQG có cung cấp biểu mẫu cho các thủ tục y tế không?,"Có, cung cấp biểu mẫu cần thiết cho từng thủ tục."
"Tôi cần biết yêu cầu để thực hiện thủ tục y tế, trang web có hướng dẫn không?","Có, có hướng dẫn và các yêu cầu chi tiết cho từng thủ tục."
Các thủ tục về bảo hiểm y tế thuộc phần nào trong mục Sức khỏe và Y tế trên Cổng DVCQG?,Thuộc phần 'Chính sách Y tế' trong mục Sức khỏe và Y tế.
"Những thủ tục nào liên quan đến việc cấp phép lao động cho người nước ngoài được cung cấp tại mục ""Việc làm"" trên Cổng DVCQG?","Gồm có: cấp mới và cấp lại giấy phép lao động cho chuyên gia công nghệ, công dân Úc và công dân New Zealand tham gia chương trình lao động kỳ nghỉ tại Việt Nam."
"Trên Cổng DVCQG, làm thế nào để công dân Úc tham gia chương trình lao động kỳ nghỉ xin cấp lại giấy phép làm việc?","Người dùng cần truy cập mục ""Việc làm"", chọn thủ tục ""Cấp lại Giấy phép làm việc cho công dân Ô-xtơ-rây-li-a tham gia Chương trình Lao động kết hợp kỳ nghỉ tại Việt Nam"" để làm hồ sơ."
"Nếu công dân Niu-Di-Lân bị mất giấy phép lao động kỳ nghỉ, họ cần thực hiện thủ tục nào trên Cổng DVCQG?","Họ cần chọn thủ tục ""Cấp lại Giấy phép làm việc trong kỳ nghỉ cho công dân Niu-Di-Lân"" trong mục ""Việc làm""."
Cổng DVCQG cung cấp thủ tục gì để người lao động đăng ký người phụ thuộc giảm trừ gia cảnh?,"Người lao động có thể thực hiện thủ tục ""Đăng ký người phụ thuộc (NPT) giảm trừ gia cảnh đối với cá nhân có thu nhập từ tiền lương, tiền công"" trong mục ""Việc làm""."
"Đối tượng nào cần khai thuế thu nhập cá nhân tháng/quý theo thủ tục trong mục ""Việc làm""?","Cá nhân có thu nhập từ tiền lương, tiền công, bao gồm cả người nhận thưởng bằng cổ phiếu và tự khai thuế trực tiếp với cơ quan thuế."
Thủ tục thi nâng ngạch công chức được cung cấp tại đâu trên trang Cổng DVCQG?,"Thủ tục ""Thi nâng ngạch công chức"" được cung cấp trong mục ""Việc làm""."
"Tôi muốn được cấp mới thẻ an toàn điện, cần truy cập mục nào trên Cổng DVCQG?","Bạn cần truy cập mục ""Việc làm"" và chọn thủ tục ""Huấn luyện và cấp mới thẻ an toàn điện""."
"Trong trường hợp bị mất Chứng chỉ kiểm định viên, tôi có thể làm lại như thế nào qua Cổng DVCQG?","Truy cập mục ""Việc làm"", chọn thủ tục ""Cấp lại Chứng chỉ kiểm định viên đối với trường hợp bị hỏng hoặc mất""."
Có thủ tục nào để sửa đổi nội dung trong chứng chỉ kiểm định viên không?,"Có, thủ tục ""Cấp lại Chứng chỉ kiểm định viên đối với trường hợp bổ sung, sửa đổi nội dung chứng chỉ kiểm định viên"" có sẵn trong mục ""Việc làm""."
Thủ tục nào hỗ trợ người lao động nhận trợ cấp thất nghiệp trên Cổng DVCQG?,"Gồm các thủ tục: Giải quyết hưởng trợ cấp thất nghiệp, tiếp tục hưởng, chấm dứt hưởng, tạm dừng hưởng và chuyển nơi hưởng trợ cấp thất nghiệp."
"Nếu tôi chuyển nơi sinh sống, tôi cần làm thủ tục gì để chuyển nơi hưởng trợ cấp thất nghiệp?","Bạn cần thực hiện thủ tục ""Chuyển nơi hưởng trợ cấp thất nghiệp (chuyển đi)"" tại mục ""Việc làm""."
"Có thể thông báo tìm việc hàng tháng trên Cổng DVCQG không? Nếu có, ở đâu?","Có. Thủ tục ""Thông báo về việc tìm việc làm hằng tháng"" nằm trong mục ""Việc làm""."
Làm sao để người lao động nhận hỗ trợ tư vấn giới thiệu việc làm qua dịch vụ công trực tuyến?,"Người lao động có thể chọn thủ tục ""Hỗ trợ tư vấn, giới thiệu việc làm"" trong mục ""Việc làm"" trên Cổng DVCQG."
"Tôi muốn học nghề sau khi thất nghiệp, có thể đăng ký hỗ trợ ở đâu?","Bạn có thể làm thủ tục ""Giải quyết hỗ trợ học nghề"" tại mục ""Việc làm"" trên dichvucong.gov.vn."
"Trên mục ""Việc làm"", Cổng DVCQG có cung cấp thủ tục gì liên quan đến chứng chỉ Thẩm tra viên an toàn giao thông không?","Có, đó là thủ tục ""Cấp Chứng chỉ Thẩm tra viên an toàn giao thông đường bộ""."
Cổng DVCQG hỗ trợ cấp lại Chứng chỉ kiểm định viên khi hết hạn không?,"Có. Người dùng có thể chọn thủ tục ""Cấp lại Chứng chỉ kiểm định viên trong trường hợp hết hạn"" trong mục ""Việc làm""."
"Tôi muốn biết các thủ tục về bảo hiểm xã hội và chế độ thai sản trên mục ""Việc làm"", có những gì?","Có các thủ tục: Giải quyết hưởng trợ cấp thất nghiệp, chế độ thai sản, chế độ ốm đau, tiếp tục hoặc chấm dứt hưởng trợ cấp thất nghiệp."
"Trong mục “Việc làm” trên Cổng DVCQG, có thủ tục nào dành riêng cho công dân nước ngoài?","Có. Các thủ tục cấp và cấp lại giấy phép lao động cho công dân nước ngoài (chuyên gia, công dân Úc, Niu-Di-Lân) là các thủ tục chính trong nhóm này."
"Nếu thẻ an toàn điện của tôi bị sai thông tin, có thủ tục nào để sửa đổi không?","Có. Bạn có thể chọn thủ tục ""Huấn luyện và cấp sửa đổi, bổ sung thẻ an toàn điện"" trong mục ""Việc làm""."
Mục “Việc làm” trên Cổng DVCQG có phần tuyển dụng không?,"Có phần ""Tuyển dụng"" nhưng hiện đang để trống, chưa có thủ tục cụ thể được công bố."
"Trên Cổng DVCQG, mục ""Phương tiện và người lái"" cung cấp thông tin về những nhóm thủ tục hành chính nào?","Gồm ba nhóm chính: Đăng kiểm phương tiện, Đăng ký phương tiện, và Giấy phép lái xe."
"Có thủ tục nào về đăng kiểm phương tiện trong mục ""Phương tiện và người lái"" trên dichvucong.gov.vn không?","Không. Hiện tại không có thủ tục nào được liệt kê trong phần ""Đăng kiểm phương tiện""."
"Tôi muốn đăng ký xe chuyển đến từ tỉnh khác, Cổng DVCQG có hỗ trợ thủ tục này không?","Có. Bạn có thể thực hiện thủ tục ""Đăng ký xe từ tỉnh khác chuyển đến tại Công an cấp tỉnh"" trong mục ""Phương tiện và người lái""."
Cổng DVCQG có hỗ trợ thủ tục cấp mới Giấy phép lái xe không?,"Có. Thủ tục ""Cấp Giấy phép lái xe"" được liệt kê trong mục ""Phương tiện và người lái""."
"Tôi muốn đổi Giấy phép lái xe do ngành Giao thông vận tải cấp, có thể thực hiện trực tuyến trên Cổng DVCQG không?","Có. Bạn có thể thực hiện thủ tục ""Đổi Giấy phép lái xe do ngành Giao thông vận tải cấp"" trên Cổng DVCQG trong mục ""Phương tiện và người lái""."
"Nếu bị mất Giấy phép lái xe, tôi có thể xin cấp lại qua dịch vụ công trực tuyến không?","Có. Thủ tục ""Cấp lại Giấy phép lái xe"" có trong mục ""Phương tiện và người lái"" trên Cổng DVCQG."
Cổng DVCQG có hỗ trợ cấp Giấy phép lái xe quốc tế không?,"Có. Bạn có thể truy cập mục ""Phương tiện và người lái"" để làm thủ tục ""Cấp Giấy phép lái xe quốc tế""."
"Có thủ tục nào trong mục ""Phương tiện và người lái"" liên quan đến bảo hiểm xã hội không?","Có. Thủ tục ""Đăng ký, đăng ký lại, điều chỉnh đóng BHXH tự nguyện; cấp sổ BHXH"" nằm trong phần ""Đăng ký phương tiện"", dù tên có thể gây nhầm lẫn."
Có phải mục “Phương tiện và người lái” bao gồm thủ tục về giải quyết tai nạn lao động không?,"Đúng. Thủ tục ""Giải quyết hưởng chế độ tai nạn lao động, bệnh nghề nghiệp..."" hiện được liệt kê trong nhóm ""Đăng ký phương tiện"" của mục ""Phương tiện và người lái""."
"Tôi cần biết có thể làm thủ tục gì liên quan đến Giấy phép lái xe trong mục ""Phương tiện và người lái""?","Có bốn thủ tục: Cấp mới, cấp lại, đổi Giấy phép lái xe do ngành GTVT cấp, và cấp Giấy phép lái xe quốc tế."
"Cổng DVCQG có cung cấp thủ tục đăng kiểm xe ô tô cá nhân trong mục ""Phương tiện và người lái"" không?","Không. Phần ""Đăng kiểm phương tiện"" hiện chưa có thủ tục nào được liệt kê."
Tôi muốn biết thủ tục đăng ký phương tiện liên tỉnh có được hỗ trợ trực tuyến không?,"Có. Thủ tục ""Đăng ký xe từ tỉnh khác chuyển đến tại Công an cấp tỉnh"" được hỗ trợ trong mục ""Phương tiện và người lái""."
"Tôi đang sống ở tỉnh khác và muốn đổi GPLX do ngành GTVT cấp, có thể nộp hồ sơ qua Cổng DVCQG không?","Có. Bạn có thể nộp hồ sơ trực tuyến cho thủ tục ""Đổi Giấy phép lái xe do ngành Giao thông vận tải cấp""."
"Trong mục “Phương tiện và người lái”, có bao nhiêu thủ tục liên quan đến Giấy phép lái xe?","Có bốn thủ tục: Cấp, cấp lại, cấp quốc tế và đổi Giấy phép lái xe."
"Có thể thực hiện thủ tục liên quan đến tai nạn nghề nghiệp trong mục ""Phương tiện và người lái"" không?","Có. Dù tên mục là “Phương tiện và người lái”, hiện có thủ tục ""Giải quyết hưởng chế độ tai nạn lao động, bệnh nghề nghiệp..."" được liệt kê trong phần ""Đăng ký phương tiện""."
"Mục ""Người thân qua đời"" trên Cổng DVCQG cung cấp những nhóm thủ tục hành chính nào?","Gồm hai nhóm chính: Chế độ tử tuất, mai táng phí và Thủ tục khai tử."
"Tôi muốn đăng ký khai tử cho người thân, Cổng DVCQG có hỗ trợ không?","Có. Bạn có thể thực hiện thủ tục đăng ký khai tử trong mục ""Người thân qua đời"" trên dichvucong.gov.vn."
Có thể đăng ký khai tử trong trường hợp người qua đời ở nước ngoài được không?,Có. Có các thủ tục: đăng ký khai tử có yếu tố nước ngoài và đăng ký lại khai tử có yếu tố nước ngoài.
Cổng DVCQG có hỗ trợ thủ tục đăng ký khai tử tại khu vực biên giới không?,Có. Bạn có thể thực hiện thủ tục đăng ký khai tử có yếu tố nước ngoài tại khu vực biên giới.
"Tôi cần biết về chính sách hỗ trợ mai táng phí khi người thân mất, có thể tìm thấy thông tin đó ở đâu?","Trong mục ""Người thân qua đời"", bạn có thể xem các thủ tục như: hỗ trợ chi phí mai táng cho đối tượng bảo trợ xã hội và trợ giúp xã hội khẩn cấp."
Làm sao để được giải quyết chế độ tử tuất khi người thân tôi qua đời?,"Bạn cần thực hiện thủ tục giải quyết hưởng chế độ tử tuất, có trong mục ""Người thân qua đời"" trên Cổng DVCQG."
"Nếu muốn đăng ký khai tử tại nơi người thân qua đời (khác nơi cư trú), có thể làm online không?",Có. Cổng DVCQG hỗ trợ thủ tục đăng ký khai tử lưu động để xử lý các trường hợp ngoài địa bàn thường trú.
"Trong mục ""Người thân qua đời"", có bao nhiêu loại thủ tục liên quan đến khai tử có yếu tố nước ngoài?","Có ba thủ tục: đăng ký khai tử có yếu tố nước ngoài, đăng ký lại khai tử có yếu tố nước ngoài, và đăng ký khai tử có yếu tố nước ngoài tại biên giới."
Những ai có thể được nhận hỗ trợ chi phí mai táng theo chính sách bảo trợ xã hội?,Các đối tượng thuộc diện bảo trợ xã hội có thể thực hiện thủ tục hỗ trợ chi phí mai táng qua Cổng DVCQG.
Tôi có thể được trợ giúp khẩn cấp về chi phí mai táng qua Cổng DVCQG không?,"Có. Thủ tục trợ giúp xã hội khẩn cấp về hỗ trợ chi phí mai táng được cung cấp trực tuyến qua mục ""Người thân qua đời""."
Thủ tục “giải quyết hưởng chế độ tử tuất” có nằm trong nhóm khai tử không?,"Không. Nó nằm trong nhóm riêng: Chế độ tử tuất, mai táng phí."
"Nếu đã từng đăng ký khai tử có yếu tố nước ngoài nhưng bị thất lạc giấy tờ, tôi cần làm gì?","Bạn cần thực hiện thủ tục đăng ký lại khai tử có yếu tố nước ngoài trong mục ""Người thân qua đời""."
Cổng DVCQG có phân loại rõ từng tình huống khai tử trong và ngoài nước không?,"Có. Trang cung cấp đầy đủ các thủ tục khai tử thường, khai tử lưu động, khai tử có yếu tố nước ngoài và các trường hợp đặc thù như tại biên giới."
"Mục ""Hưu trí"" trên Cổng DVCQG hỗ trợ các nhóm thủ tục nào?",Gồm 2 nhóm: Chế độ hưu trí và Chuẩn bị nghỉ hưu.
"Tôi cần truy lĩnh lương hưu cho người thân đã mất nhưng chưa nhận đủ chế độ, có làm online được không?","Có. Bạn có thể thực hiện thủ tục truy lĩnh lương hưu, trợ cấp BHXH của người hưởng đã chết nhưng còn chế độ chưa nhận."
Người đang hưởng lương hưu nhưng muốn ra nước ngoài định cư thì thủ tục gì cần làm trên Cổng DVCQG?,Cần thực hiện thủ tục giải quyết hưởng trợ cấp một lần đối với người ra nước ngoài để định cư.
"Tôi đang nhận lương hưu bằng tiền mặt, muốn chuyển sang tài khoản thì có thể làm qua Cổng DVCQG không?",Có. Thủ tục chuyển hình thức lĩnh lương hưu từ tiền mặt sang tài khoản cá nhân và ngược lại được cung cấp trên Cổng DVCQG.
Nhà giáo đã nghỉ hưu nhưng chưa nhận phụ cấp thâm niên thì thủ tục nào cần thực hiện?,Thực hiện thủ tục giải quyết hưởng trợ cấp đối với nhà giáo đã nghỉ hưu chưa được hưởng phụ cấp thâm niên theo Nghị định 14/2020/NĐ-CP.
Có thể đăng ký lại phương thức đóng BHXH tự nguyện trên Cổng DVCQG không?,Có. Thủ tục đăng ký lại phương thức đóng BHXH tự nguyện thuộc nhóm Chuẩn bị nghỉ hưu.
Cán bộ xã nghỉ hưu có thủ tục riêng để giải quyết lương hưu không?,"Có. Cần thực hiện thủ tục giải quyết hưởng lương hưu, trợ cấp hàng tháng đối với cán bộ xã."
Làm thế nào để ủy quyền cho người khác lĩnh thay trợ cấp BHXH khi tôi về hưu?,"Bạn cần làm thủ tục ủy quyền lĩnh thay các chế độ BHXH, trợ cấp thất nghiệp."
Có thể tạm dừng đóng quỹ hưu trí và tử tuất trong giai đoạn chuẩn bị nghỉ hưu không?,Có. Cổng DVCQG cung cấp thủ tục tạm dừng đóng vào quỹ hưu trí và tử tuất.
Người lao động tham gia BHXH tự nguyện có thể nộp đơn xin hưởng lương hưu online không?,Có. Có thủ tục hưởng lương hưu đối với người tham gia BHXH tự nguyện hoặc bảo lưu thời gian BHXH trên Cổng DVCQG.
Trường hợp thay đổi thông tin cá nhân khi đang nhận lương hưu thì thủ tục nào cần thiết?,Bạn cần làm thủ tục thay đổi thông tin cá nhân của người đang hưởng BHXH hoặc chuyển hình thức lĩnh.
"Có thể đăng ký, điều chỉnh đóng BHXH tự nguyện trực tuyến qua Cổng DVCQG không?","Có. Thủ tục đăng ký, đăng ký lại, điều chỉnh đóng BHXH tự nguyện; cấp sổ BHXH có trong mục ""Hưu trí""."
"Trang ""Hôn nhân và gia đình"" trên Cổng DVCQG cung cấp những nhóm thủ tục hành chính nào?","Gồm 5 nhóm chính: Cải chính, trích lục hộ tịch; Nhận con nuôi; Nhận cha, mẹ, con; Giám hộ; và Kết hôn."
"Tôi muốn thay đổi thông tin dân tộc trên giấy khai sinh, có thể thực hiện online được không?","Có. Bạn cần thực hiện thủ tục thay đổi, cải chính, bổ sung thông tin hộ tịch, xác định lại dân tộc."
"Có thủ tục nào dành riêng cho cha dượng, mẹ kế nhận con riêng làm con nuôi không?","Có. Đó là thủ tục giải quyết việc nuôi con nuôi có yếu tố nước ngoài đối với cha dượng, mẹ kế nhận con riêng của vợ/chồng."
"Tôi là người nước ngoài sống ở khu vực biên giới, muốn nhận trẻ em Việt Nam làm con nuôi, có thể làm thủ tục trên Cổng DVCQG không?",Có. Bạn có thể thực hiện thủ tục giải quyết việc người nước ngoài cư trú ở khu vực biên giới nước láng giềng nhận trẻ em Việt Nam làm con nuôi.
Có thể đăng ký kết hôn với người nước ngoài tại khu vực biên giới qua Cổng DVCQG không?,Có. Thủ tục này có tên là đăng ký kết hôn có yếu tố nước ngoài tại khu vực biên giới.
Làm sao để đăng ký nhận cha hoặc mẹ có yếu tố nước ngoài?,"Bạn cần thực hiện thủ tục đăng ký nhận cha, mẹ, con có yếu tố nước ngoài tại khu vực biên giới nếu thuộc trường hợp này."
"Tôi đang ở nước ngoài, muốn đăng ký nuôi con nuôi Việt Nam, có thể làm gì trên Cổng DVCQG?",Bạn có thể thực hiện thủ tục đăng ký việc nuôi con nuôi tại Cơ quan đại diện Việt Nam ở nước ngoài.
Người trong nước muốn nhận trẻ em nước ngoài làm con nuôi thì phải làm gì?,Họ cần làm thủ tục cấp giấy xác nhận công dân Việt Nam trong nước đủ điều kiện nhận trẻ em nước ngoài làm con nuôi.
Có thể chấm dứt giám hộ online trên Cổng DVCQG không?,"Có. Bạn có thể làm thủ tục đăng ký chấm dứt giám hộ hoặc chấm dứt giám hộ có yếu tố nước ngoài, tùy tình huống."
Thủ tục kết hôn trong nước và kết hôn có yếu tố nước ngoài trên Cổng DVCQG có khác nhau không?,Có. Cổng cung cấp riêng biệt 2 thủ tục: Đăng ký kết hôn trong nước và đăng ký kết hôn có yếu tố nước ngoài.
Có thể làm thủ tục nhận lại con đẻ khi chưa đăng ký khai sinh trước đây không?,"Có. Bạn có thể thực hiện thủ tục đăng ký nhận cha, mẹ, con tùy theo hồ sơ xác minh."
Có cần đăng ký lại việc nuôi con nuôi nếu trước đây đã có giấy nhưng thất lạc không?,"Có. Trong trường hợp đó, bạn có thể thực hiện thủ tục đăng ký lại việc nuôi con nuôi trong nước hoặc có yếu tố nước ngoài tùy trường hợp."
"Tôi là cô ruột của trẻ, có được nhận cháu làm con nuôi không?","Có. Cần thực hiện thủ tục giải quyết việc nuôi con nuôi có yếu tố nước ngoài đối với cô, cậu, dì, chú, bác ruột nhận cháu làm con nuôi."
Trang “Học tập” trên Cổng DVCQG bao gồm những nhóm thủ tục hành chính nào?,"Gồm 5 nhóm: Học tập ở nước ngoài bằng ngân sách nhà nước, Cấp văn bằng, chứng chỉ, Học bổng và chính sách hỗ trợ, Chuyển trường, và Tuyển sinh."
"Tôi cần xin gia hạn thời gian học tập tại nước ngoài, có thực hiện được trên cổng không?",Có. Thủ tục là gia hạn thời gian học tập ở nước ngoài.
Trang “Giải quyết khiếu kiện” trên Cổng DVCQG cung cấp các nhóm thủ tục nào?,"Trang này cung cấp 1 nhóm thủ tục duy nhất: Giải quyết khiếu kiện, gồm 3 thủ tục hành chính."
Tôi muốn nộp đơn khởi kiện và gửi chứng cứ kèm theo thì có thể làm trực tuyến không?,"Có. Bạn có thể thực hiện thủ tục nộp đơn khởi kiện, tài liệu, chứng cứ và nhận các văn bản, thông báo tố tụng trên Cổng DVCQG."
Làm thế nào để tôi xin sao chụp bản án hoặc các tài liệu trong hồ sơ vụ án qua dịch vụ công trực tuyến?,"Bạn cần thực hiện thủ tục đăng ký cấp sao bản án, tài liệu trong hồ sơ vụ án tại mục “Giải quyết khiếu kiện”."
Tôi có thể nhận các thông báo tố tụng bằng email hoặc phương tiện điện tử khác không?,"Có. Bạn có thể đăng ký thủ tục nhận các thông báo, văn bản tố tụng bằng phương tiện điện tử trên Cổng DVCQG."
Cổng DVCQG có hỗ trợ việc theo dõi các văn bản và thông báo tố tụng qua phương thức số không?,"Có. Thủ tục đăng ký nhận các thông báo, văn bản tố tụng bằng phương tiện điện tử hỗ trợ điều này."
"Tôi muốn khiếu kiện một vụ án dân sự, có thể nộp đơn và tài liệu liên quan trên Cổng DVCQG không?","Có thể. Hãy sử dụng thủ tục nộp đơn khởi kiện, tài liệu, chứng cứ và nhận các văn bản, thông báo tố tụng."
"Trong trường hợp không thể đến tòa, tôi có thể sử dụng cổng dịch vụ công để đăng ký nhận văn bản tố tụng không?","Có. Bạn nên thực hiện thủ tục đăng ký nhận các thông báo, văn bản tố tụng bằng phương tiện điện tử."
Có thể thực hiện tất cả các bước khiếu kiện dân sự thông thường qua Cổng DVCQG không?,"Bạn có thể thực hiện các bước quan trọng như nộp đơn khởi kiện, gửi chứng cứ, nhận văn bản tố tụng và đăng ký sao bản."
Việc đăng ký cấp bản sao hồ sơ vụ án có thể làm trực tuyến hay phải đến tòa?,"Có thể làm trực tuyến bằng cách thực hiện thủ tục đăng ký cấp sao bản án, tài liệu trong hồ sơ vụ án."
"Tôi cần gửi bổ sung chứng cứ cho vụ án đã nộp đơn, có thể làm trên Cổng DVCQG không?","Có. Bạn có thể nộp bổ sung tài liệu, chứng cứ thông qua thủ tục nộp đơn khởi kiện, tài liệu, chứng cứ...."
"Mục ""Có con nhỏ"" trên Cổng DVCQG hỗ trợ các thủ tục liên quan đến lứa tuổi nào?",Mục này hỗ trợ các thủ tục hành chính và dịch vụ công trực tuyến liên quan đến trẻ em dưới 6 tuổi.
Tôi cần đăng ký khai sinh và bảo hiểm y tế cho con dưới 6 tuổi thì có thể làm gộp trên Cổng DVCQG không?,Có. Bạn có thể thực hiện liên thông thủ tục đăng ký khai sinh và cấp thẻ bảo hiểm y tế cho trẻ em dưới 6 tuổi.
